,Gr Liv Area,Total Bsmt SF,Garage Cars,Garage Area,Year Built,Year Remod/Add,TotRms AbvGrd,Mas Vnr Area,Fireplaces,Lot Frontage,Lot Area,porch_deck_sqft,all_baths_count,Neighborhood,MS Zoning,Bldg Type,Mas Vnr Type,House Style,Foundation,Sale Type,Overall Qual,Overall Cond,Exter Qual,Bsmt Qual,Heating QC,Kitchen Qual,Functional,Electrical,Garage Qual,SalePrice
780,864,864.0,0.0,0.0,1914,1950,5,0.0,0,45.0,8248,100,2.0,Edwards,RL,1Fam,None,1Story,BrkTil,WD ,3,3,TA,TA,TA,TA,Typ,FuseF,No Garage,67000
781,713,713.0,1.0,371.0,1930,2001,5,0.0,0,60.0,10410,236,1.0,OldTown,RL,1Fam,None,1Story,PConc,WD ,3,8,TA,TA,Ex,Gd,Typ,SBrkr,Fa,99800
782,1187,864.0,2.0,440.0,1961,1961,6,0.0,1,74.88947368421053,14357,128,2.0,NAmes,RL,1Fam,None,1Story,CBlock,CWD,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,140500
783,1842,1842.0,3.0,894.0,1981,1987,5,0.0,1,68.0,50271,929,3.0,Veenker,RL,1Fam,None,1Story,CBlock,WD ,9,5,Gd,Ex,Gd,Gd,Typ,SBrkr,TA,385000
784,936,936.0,1.0,240.0,1954,1975,5,0.0,0,82.0,9888,160,1.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,TA,TA,TA,Typ,FuseA,TA,121000
785,1719,1719.0,2.0,473.0,1993,1993,6,0.0,2,32.0,10846,152,4.0,Veenker,RL,TwnhsE,None,1Story,PConc,Con,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,324000
786,2362,1220.0,2.0,1105.0,1998,1998,8,0.0,2,106.0,8413,327,4.0,Somerst,FV,1Fam,None,2Story,PConc,WD ,8,5,Gd,Ex,Ex,Gd,Typ,SBrkr,Gd,312500
787,1588,0.0,2.0,680.0,1959,1959,7,0.0,1,80.0,17120,59,2.0,ClearCr,RL,1Fam,None,1.5Fin,CBlock,WD ,4,4,TA,None,TA,TA,Min2,SBrkr,TA,134432
788,1536,768.0,2.0,400.0,2005,2006,6,0.0,1,65.0,10237,138,3.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,176000
789,3279,1650.0,3.0,841.0,2003,2003,12,603.0,1,47.0,53504,749,5.0,StoneBr,RL,1Fam,BrkFace,2Story,PConc,WD ,8,5,Ex,Gd,Ex,Ex,Mod,SBrkr,TA,538000
790,1468,1468.0,3.0,904.0,2008,2008,6,0.0,1,71.0,9178,334,2.0,CollgCr,RL,1Fam,None,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,239900
791,1589,1406.0,3.0,630.0,2003,2003,7,72.0,1,47.46153846153846,3621,163,3.0,Blmngtn,RL,TwnhsE,BrkFace,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,226500
792,1621,1208.0,2.0,440.0,1984,1998,8,0.0,0,91.0,14145,153,3.0,NWAmes,RL,1Fam,None,1Story,CBlock,WD ,7,7,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,202500
793,1552,713.0,2.0,434.0,1975,1975,6,0.0,1,85.0,11475,417,4.0,NWAmes,RL,1Fam,None,2Story,CBlock,WD ,6,6,TA,Gd,TA,TA,Typ,SBrkr,TA,179900
794,864,864.0,1.0,297.0,1972,1972,5,0.0,0,60.0,7200,0,1.0,CollgCr,RL,1Fam,None,1Story,CBlock,WD ,5,8,TA,TA,Ex,TA,Typ,SBrkr,TA,119900
795,1316,1316.0,2.0,440.0,2007,2007,6,0.0,1,103.0,11175,20,2.0,CollgCr,RL,1Fam,None,1Story,PConc,New,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,200141
796,908,822.0,2.0,512.0,1940,1996,4,0.0,0,85.0,12172,500,1.0,NAmes,RL,1Fam,None,1.5Unf,PConc,WD ,5,7,TA,TA,TA,TA,Typ,SBrkr,TA,138500
797,2377,1313.0,2.0,528.0,1915,1950,8,0.0,1,60.0,10410,432,2.0,OldTown,RL,1Fam,None,1.5Fin,BrkTil,WD ,4,5,TA,TA,TA,Gd,Min2,SBrkr,TA,142900
798,943,943.0,2.0,528.0,1967,1967,5,323.0,0,75.24528301886792,8398,132,2.0,Sawyer,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,134500
799,1800,1800.0,3.0,765.0,2002,2002,7,630.0,1,85.0,14331,348,3.0,Timber,RL,1Fam,BrkFace,1Story,PConc,WD ,8,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,312500
800,924,924.0,1.0,280.0,1975,1975,5,0.0,0,88.0,7990,0,1.0,CollgCr,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,Gd,TA,TA,Typ,SBrkr,TA,110000
801,2338,2660.0,3.0,1110.0,2006,2007,8,710.0,2,52.0,51974,457,4.0,StoneBr,RL,1Fam,BrkFace,1Story,PConc,New,9,5,Ex,Ex,Ex,Gd,Typ,SBrkr,Gd,591587
802,1632,1632.0,2.0,576.0,1967,1967,8,0.0,0,100.0,25000,0,2.0,Mitchel,RL,Duplex,None,1Story,CBlock,WD ,5,4,TA,TA,TA,TA,Typ,SBrkr,TA,143000
803,694,440.0,1.0,352.0,1913,2002,4,0.0,1,40.0,4280,34,1.0,Crawfor,RL,1Fam,None,1Story,PConc,WD ,5,6,TA,TA,TA,Gd,Typ,SBrkr,Gd,90350
804,1218,1218.0,2.0,676.0,2009,2010,4,0.0,0,92.0,9215,136,2.0,Somerst,FV,1Fam,None,1Story,PConc,New,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,204500
805,1552,1552.0,3.0,782.0,2005,2006,7,196.0,0,84.0,10084,164,2.0,CollgCr,RL,1Fam,BrkFace,1Story,PConc,New,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,212900
806,1242,1242.0,2.0,528.0,1973,1973,6,320.0,1,80.0,9600,0,2.0,NWAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,7,6,TA,TA,Fa,TA,Typ,SBrkr,TA,175500
807,1672,981.0,1.0,240.0,1940,1989,6,0.0,1,50.0,6000,11,2.0,BrkSide,RM,1Fam,None,1.5Fin,CBlock,WD ,6,7,TA,TA,Ex,Gd,Typ,SBrkr,TA,164900
808,1427,1427.0,2.0,516.0,1969,1969,7,0.0,0,80.57142857142857,11104,216,3.0,NWAmes,RL,1Fam,None,SLvl,CBlock,WD ,6,6,TA,TA,Gd,TA,Typ,SBrkr,TA,183000
809,1144,864.0,1.0,264.0,1961,1983,6,0.0,1,80.0,10000,165,2.0,Sawyer,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,TA,Ex,TA,Typ,SBrkr,TA,131400
810,1422,704.0,2.0,440.0,2005,2006,7,0.0,1,79.0,11646,64,3.0,CollgCr,RL,1Fam,None,2Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,173000
811,1081,1081.0,1.0,401.0,1960,1993,5,276.0,0,74.88947368421053,12929,118,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,6,TA,TA,TA,TA,Typ,SBrkr,TA,148000
812,1701,600.0,0.0,0.0,1920,1950,8,0.0,0,63.0,7627,148,2.0,OldTown,RM,2fmCon,None,2Story,BrkTil,WD ,4,6,Fa,Fa,Gd,Fa,Typ,SBrkr,No Garage,94550
813,1094,1094.0,2.0,576.0,2003,2004,6,126.0,0,60.0,12450,0,2.0,SawyerW,RL,1Fam,BrkFace,1Story,PConc,WD ,5,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,149000
814,879,830.0,1.0,180.0,1936,1950,4,0.0,0,50.0,5220,108,1.0,SWISU,RL,1Fam,None,1Story,BrkTil,WD ,5,3,TA,TA,Gd,TA,Typ,SBrkr,TA,80000
815,1838,732.0,2.0,372.0,2005,2005,7,0.0,1,60.0,21930,140,3.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,5,5,Gd,Gd,Ex,TA,Typ,SBrkr,TA,192140
816,1803,1679.0,2.0,482.0,1994,1995,6,0.0,2,76.0,9892,415,5.0,Mitchel,RL,1Fam,None,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,285000
817,2046,998.0,3.0,871.0,2003,2004,8,292.0,1,85.0,10625,382,4.0,NridgHt,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,284000
818,1252,1252.0,2.0,528.0,1959,1959,7,243.0,0,80.0,10721,39,1.0,NAmes,RL,1Fam,Stone,1Story,CBlock,WD ,6,6,Gd,TA,Ex,Gd,Typ,SBrkr,TA,142000
819,1535,0.0,2.0,400.0,1979,1979,8,0.0,0,64.0,7018,0,2.0,SawyerW,RL,Duplex,None,1Story,Slab,WD ,5,5,TA,None,TA,TA,Typ,SBrkr,TA,118858
820,1880,955.0,3.0,880.0,2007,2007,8,0.0,1,112.0,12217,295,4.0,Somerst,FV,1Fam,None,2Story,PConc,New,8,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,310013
821,1641,1641.0,3.0,885.0,2008,2008,7,406.0,0,79.0,14463,95,3.0,Timber,RL,1Fam,BrkFace,1Story,PConc,WD ,9,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,316500
822,1991,957.0,0.0,0.0,1895,2006,9,0.0,0,75.0,8250,133,2.0,IDOTRR,C (all),2fmCon,None,2Story,CBlock,WD ,5,6,TA,TA,Fa,TA,Typ,SBrkr,No Garage,119600
823,999,925.0,1.0,308.0,1963,1963,6,0.0,0,75.0,11235,216,2.0,Sawyer,RL,2fmCon,None,SFoyer,CBlock,WD ,5,5,TA,Gd,TA,TA,Typ,SBrkr,TA,130000
824,1734,1734.0,3.0,928.0,2007,2007,7,328.0,1,93.0,12085,0,3.0,NridgHt,RL,1Fam,Stone,1Story,PConc,New,8,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,318000
825,1728,1048.0,2.0,576.0,1956,1956,7,70.0,1,74.88947368421053,13495,99,3.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,6,TA,TA,Fa,TA,Min1,SBrkr,TA,177625
826,1285,672.0,1.0,240.0,1948,2001,6,0.0,0,50.0,8635,0,2.0,BrkSide,RM,1Fam,None,1.5Fin,CBlock,WD ,5,5,TA,TA,TA,TA,Min1,SBrkr,TA,127000
827,1126,1060.0,2.0,506.0,1984,1984,5,0.0,0,75.24528301886792,7400,178,2.0,Sawyer,RL,1Fam,None,SFoyer,PConc,WD ,5,5,TA,Gd,TA,TA,Typ,SBrkr,TA,152000
828,1074,663.0,1.0,467.0,1950,1987,6,0.0,1,65.0,11479,104,2.0,Edwards,RL,1Fam,None,1Story,CBlock,WD ,6,7,TA,TA,Ex,Gd,Typ,SBrkr,TA,144500
829,1142,1142.0,2.0,528.0,1976,1976,6,0.0,1,44.0,4224,626,3.0,MeadowV,RM,TwnhsE,None,1Story,PConc,WD ,5,5,TA,Gd,TA,TA,Typ,SBrkr,TA,134000
830,988,988.0,1.0,264.0,1958,1958,5,0.0,0,70.0,13587,0,2.0,NAmes,RL,2fmCon,None,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,119000
831,1875,675.0,2.0,485.0,1975,2000,8,248.0,1,81.0,10530,76,3.0,NWAmes,RL,1Fam,BrkFace,SLvl,CBlock,WD ,6,6,TA,TA,TA,Gd,Typ,SBrkr,TA,184500
832,1548,952.0,2.0,672.0,1925,2007,5,0.0,0,55.0,7264,218,3.0,BrkSide,RL,1Fam,None,1.5Fin,BrkTil,WD ,7,7,Gd,TA,Gd,Ex,Typ,SBrkr,TA,205000
833,1181,1138.0,2.0,588.0,1972,1972,6,0.0,0,90.0,10012,180,3.0,Edwards,RL,1Fam,None,SFoyer,CBlock,WD ,4,5,TA,Gd,TA,TA,Typ,SBrkr,TA,137500
834,1797,939.0,2.0,639.0,2006,2006,8,0.0,0,79.0,9245,197,3.0,CollgCr,RL,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,213500
835,1510,755.0,1.0,296.0,1940,1950,7,0.0,1,60.0,9084,120,2.0,Edwards,RL,1Fam,None,2Story,CBlock,WD ,4,5,TA,TA,TA,TA,Typ,SBrkr,Fa,108000
836,1556,727.0,2.0,441.0,1968,1968,8,0.0,0,78.0,11700,0,2.0,NWAmes,RL,1Fam,None,2Story,CBlock,WD ,6,6,TA,TA,Ex,TA,Typ,SBrkr,TA,154000
837,874,864.0,1.0,288.0,1968,1968,5,0.0,0,62.0,9858,33,2.0,Mitchel,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,TA,TA,TA,Typ,SBrkr,TA,130000
838,1675,1666.0,2.0,435.0,1999,2000,6,0.0,0,80.08695652173913,7915,217,3.0,Timber,RL,1Fam,None,1Story,PConc,WD ,6,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,195000
839,1118,1096.0,1.0,358.0,1977,1977,6,0.0,1,76.0,9880,203,2.0,Mitchel,RL,1Fam,None,SLvl,CBlock,WD ,6,6,TA,TA,TA,TA,Typ,SBrkr,TA,171000
840,1166,856.0,2.0,400.0,2005,2005,5,182.0,0,59.0,9587,212,3.0,Gilbert,RL,1Fam,Stone,SLvl,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,190000
841,1228,1228.0,1.0,271.0,1966,2006,6,0.0,0,75.24528301886792,8544,65,2.0,Sawyer,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,TA,Gd,Gd,Typ,SBrkr,TA,149350
842,2668,1572.0,3.0,726.0,2003,2004,10,664.0,2,110.0,13688,400,4.0,NridgHt,RL,1Fam,BrkFace,2Story,PConc,WD ,9,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,412500
843,1280,1280.0,2.0,506.0,1992,1992,5,0.0,0,43.0,5005,226,2.0,StoneBr,RL,TwnhsE,None,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,191500
844,816,816.0,1.0,264.0,1982,2008,5,0.0,1,60.0,6600,0,2.0,Mitchel,RL,1Fam,None,1Story,CBlock,WD ,5,9,Gd,TA,Ex,Gd,Typ,SBrkr,TA,130500
845,2108,1127.0,2.0,540.0,1935,1986,7,0.0,2,120.0,13728,90,2.0,Edwards,RL,1Fam,None,2Story,CBlock,WD ,6,7,TA,TA,Ex,Gd,Typ,SBrkr,TA,235000
846,1109,372.0,1.0,288.0,1971,2005,5,82.0,0,70.0,10500,35,2.0,NAmes,RL,1Fam,BrkFace,SLvl,CBlock,WD ,5,7,TA,TA,TA,TA,Typ,SBrkr,TA,139000
847,2110,948.0,2.0,463.0,1994,2002,8,0.0,2,70.27118644067797,8880,130,4.0,SawyerW,RL,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,205000
848,2042,1742.0,3.0,724.0,2006,2007,8,250.0,1,81.0,13870,466,3.0,StoneBr,RL,1Fam,BrkFace,1Story,PConc,New,10,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,455000
849,1506,1494.0,2.0,672.0,2005,2006,7,143.0,1,70.0,8251,227,3.0,Somerst,RL,1Fam,BrkFace,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,249000
850,1461,832.0,1.0,384.0,1949,1996,6,0.0,0,60.0,10800,204,2.0,NAmes,RL,1Fam,None,1.5Fin,CBlock,WD ,4,7,TA,TA,TA,TA,Typ,FuseF,TA,133500
851,1390,1705.0,2.0,550.0,1957,1957,4,902.0,2,74.88947368421053,39384,189,3.0,NAmes,RL,1Fam,Stone,1Story,CBlock,WD ,6,6,TA,Gd,Ex,Ex,Min1,SBrkr,TA,252000
852,2654,1054.0,2.0,619.0,1968,1984,9,220.0,1,80.57142857142857,11029,287,4.0,NWAmes,RL,1Fam,BrkFace,2Story,CBlock,WD ,6,7,TA,TA,TA,Gd,Typ,SBrkr,TA,250000
853,2044,738.0,2.0,489.0,1980,1988,7,280.0,1,80.0,10400,101,3.0,NWAmes,RL,1Fam,BrkFace,2Story,CBlock,WD ,7,6,TA,Gd,TA,TA,Min1,SBrkr,TA,185000
854,1488,1488.0,2.0,738.0,1950,1950,6,44.0,1,73.04838709677419,47280,180,3.0,Gilbert,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,5,TA,TA,Gd,TA,Typ,SBrkr,TA,133000
855,1779,1763.0,2.0,454.0,1955,1974,6,0.0,1,102.0,17920,730,3.0,Sawyer,RL,1Fam,None,1Story,CBlock,WD ,5,4,TA,TA,TA,TA,Typ,SBrkr,TA,170000
856,1948,847.0,2.0,434.0,2003,2003,8,16.0,1,63.0,7875,48,3.0,Gilbert,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,211000
857,2132,1496.0,2.0,612.0,1983,2009,5,0.0,1,79.0,12327,389,3.0,SawyerW,RL,1Fam,None,1.5Fin,CBlock,WD ,8,8,Gd,Gd,Ex,Gd,Min2,SBrkr,Gd,316600
858,904,864.0,3.0,912.0,1970,1970,5,0.0,0,75.24528301886792,10200,143,1.0,Sawyer,RL,1Fam,None,SLvl,PConc,WD ,5,8,TA,Gd,Ex,Gd,Typ,SBrkr,TA,144000
859,869,440.0,0.0,0.0,1923,1958,4,0.0,0,51.0,5900,0,1.0,BrkSide,RL,1Fam,None,1Story,PConc,WD ,4,7,TA,Gd,TA,Fa,Typ,FuseA,No Garage,85500
860,1036,1036.0,1.0,312.0,1953,1953,5,88.0,0,63.0,7584,144,1.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,5,TA,TA,Ex,TA,Typ,SBrkr,TA,112900
861,1456,855.0,2.0,440.0,1978,1978,6,0.0,1,24.0,2364,147,3.0,NPkVill,RL,TwnhsE,None,2Story,CBlock,WD ,6,5,Gd,Gd,TA,TA,Typ,SBrkr,TA,138000
862,2091,1606.0,2.0,521.0,2005,2006,8,385.0,1,82.0,9942,278,4.0,NridgHt,RL,1Fam,BrkFace,2Story,PConc,New,9,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,338500
863,790,768.0,1.0,160.0,1930,1950,4,0.0,0,52.0,6292,141,1.0,SWISU,RL,1Fam,None,1Story,BrkTil,WD ,6,5,TA,Gd,TA,TA,Typ,SBrkr,Fa,91000
864,952,952.0,1.0,283.0,1956,1956,4,0.0,0,74.88947368421053,8475,0,1.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,4,7,TA,TA,Ex,TA,Typ,FuseA,TA,135750
865,2031,1153.0,2.0,541.0,1998,1999,8,202.0,1,75.0,11404,276,3.0,CollgCr,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,222500
866,1609,796.0,1.0,228.0,1910,1950,7,0.0,0,63.0,4347,182,1.0,OldTown,RM,1Fam,None,1.5Fin,BrkTil,WD ,6,8,Gd,Gd,Ex,TA,Typ,SBrkr,Fa,127500
867,1080,530.0,2.0,496.0,2003,2003,4,0.0,0,64.17021276595744,2403,50,3.0,Somerst,FV,TwnhsE,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,147110
868,708,420.0,0.0,0.0,1940,1950,5,0.0,0,50.0,5330,164,1.0,BrkSide,RL,1Fam,None,1Story,CBlock,WD ,4,7,Fa,TA,Gd,Fa,Typ,SBrkr,No Garage,82500
869,768,768.0,2.0,440.0,1930,1950,4,0.0,0,61.94230769230769,6291,84,1.0,IDOTRR,RM,1Fam,None,1Story,BrkTil,WD ,6,6,Gd,TA,TA,TA,Typ,SBrkr,TA,93850
870,864,576.0,1.0,528.0,1950,1950,5,0.0,0,60.0,7200,115,1.0,OldTown,RM,1Fam,None,1Story,CBlock,COD,4,5,TA,TA,Ex,TA,Typ,SBrkr,TA,105000
871,1479,725.0,2.0,484.0,1972,2004,7,138.0,0,74.88947368421053,7472,32,3.0,NAmes,RL,1Fam,BrkFace,2Story,CBlock,WD ,7,9,TA,TA,Gd,Gd,Typ,SBrkr,TA,184000
872,948,483.0,1.0,264.0,1972,1972,5,504.0,0,21.0,1680,0,2.0,BrDale,RM,Twnhs,BrkFace,2Story,CBlock,WD ,6,5,TA,TA,TA,TA,Typ,SBrkr,TA,89000
873,1509,783.0,2.0,393.0,2002,2003,7,0.0,1,73.04838709677419,7861,175,4.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,183200
874,1308,880.0,2.0,400.0,1915,1978,6,0.0,0,61.94230769230769,10320,117,2.0,IDOTRR,RM,1Fam,None,1.5Fin,BrkTil,WD ,5,6,TA,TA,Gd,TA,Typ,SBrkr,Fa,120000
875,1266,1266.0,2.0,388.0,2007,2007,6,16.0,1,43.0,3182,116,2.0,Blmngtn,RL,1Fam,BrkFace,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,159895
876,1556,1556.0,0.0,0.0,1960,1960,8,0.0,0,75.0,8512,0,2.0,NAmes,RL,Duplex,None,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,No Garage,119000
877,2531,1318.0,3.0,752.0,1995,1995,9,513.0,1,65.0,12257,320,3.0,NoRidge,RL,1Fam,BrkFace,2Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,290000
878,1572,806.0,2.0,373.0,1995,1996,7,0.0,1,73.04838709677419,10364,40,3.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,6,5,TA,Gd,Gd,TA,Typ,SBrkr,TA,168000
879,2288,908.0,2.0,520.0,1977,1992,8,283.0,2,80.57142857142857,13774,549,3.0,NWAmes,RL,1Fam,BrkFace,2Story,PConc,WD ,7,7,TA,Gd,Ex,Gd,Typ,SBrkr,TA,230000
880,2610,1184.0,2.0,550.0,2007,2007,11,0.0,1,75.0,9000,572,3.0,Somerst,FV,1Fam,None,2Story,PConc,New,8,5,Gd,Gd,Ex,Ex,Typ,SBrkr,TA,303477
881,1712,1712.0,3.0,701.0,2002,2003,8,270.0,1,129.0,16770,401,3.0,NridgHt,RL,1Fam,BrkFace,1Story,PConc,WD ,8,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,286500
882,1709,970.0,2.0,380.0,2004,2004,7,50.0,0,24.0,2522,40,2.0,Edwards,RM,Twnhs,Stone,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Maj1,SBrkr,TA,130000
883,1422,1422.0,2.0,626.0,2004,2004,7,106.0,0,63.0,8500,252,2.0,CollgCr,RL,1Fam,BrkFace,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,179600
884,1980,1980.0,3.0,770.0,2004,2005,8,66.0,1,129.0,16737,239,3.0,NridgHt,RL,1Fam,BrkFace,1Story,PConc,WD ,9,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,315000
885,1556,716.0,2.0,452.0,1980,1980,6,0.0,1,24.0,1950,161,4.0,Blueste,RM,Twnhs,None,2Story,CBlock,COD,6,6,TA,Gd,TA,TA,Typ,SBrkr,TA,151000
886,1639,747.0,1.0,240.0,1946,1950,6,0.0,1,50.0,9350,50,2.0,Edwards,RL,1Fam,None,2Story,CBlock,WD ,6,7,TA,TA,Ex,Gd,Typ,SBrkr,TA,154400
887,1475,757.0,1.0,336.0,1977,1977,6,0.0,1,41.0,2665,130,2.0,MeadowV,RM,TwnhsE,None,2Story,PConc,WD ,5,6,TA,TA,Ex,TA,Typ,SBrkr,TA,127000
888,1884,926.0,2.0,581.0,2003,2003,7,0.0,1,70.0,7000,35,4.0,Somerst,FV,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Ex,Typ,SBrkr,TA,240900
889,912,912.0,1.0,336.0,1967,1967,5,0.0,1,70.0,8521,0,1.0,Sawyer,RL,1Fam,None,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,125000
890,1565,1511.0,2.0,476.0,2006,2007,5,36.0,0,32.0,3784,120,3.0,Somerst,FV,TwnhsE,Stone,1Story,PConc,New,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,193800
891,1640,0.0,2.0,394.0,1950,1950,7,0.0,1,100.0,21370,225,1.0,Sawyer,RL,1Fam,None,1Story,Slab,WD ,5,5,TA,None,TA,TA,Min1,FuseA,TA,131000
892,1606,1598.0,3.0,871.0,2006,2006,6,383.0,1,70.0,9658,290,2.0,NridgHt,RL,1Fam,Stone,1Story,PConc,WD ,8,5,Gd,Gd,Gd,Gd,Typ,SBrkr,TA,255900
893,848,848.0,2.0,420.0,2003,2003,4,170.0,0,71.15384615384616,4435,140,2.0,CollgCr,RM,TwnhsE,BrkFace,1Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,140000
894,967,967.0,1.0,180.0,1920,1990,5,0.0,1,56.0,3153,26,1.0,OldTown,RM,1Fam,None,1Story,BrkTil,WD ,5,6,TA,TA,Gd,TA,Typ,SBrkr,Fa,99900
895,1743,966.0,2.0,529.0,1976,1976,5,0.0,2,155.0,20064,646,3.0,ClearCr,RL,1Fam,None,1Story,CBlock,WD ,8,6,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,279000
896,1432,1022.0,1.0,216.0,1923,1950,6,0.0,1,57.42857142857143,6615,327,1.0,BrkSide,RL,1Fam,None,1Story,BrkTil,WD ,6,6,TA,TA,TA,Gd,Typ,FuseA,Fa,149000
897,1567,840.0,2.0,440.0,1940,1950,6,0.0,2,60.0,13680,171,3.0,Crawfor,RL,1Fam,None,1.5Fin,CBlock,WD ,5,6,TA,TA,Ex,TA,Min2,SBrkr,TA,205000
898,1600,1484.0,1.0,319.0,1957,1997,6,0.0,2,47.0,16321,546,2.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,TA,TA,TA,Typ,SBrkr,TA,207500
899,1217,1188.0,2.0,497.0,1990,1991,6,0.0,0,77.3061224489796,9947,195,3.0,Mitchel,RL,1Fam,None,SLvl,PConc,WD ,7,5,TA,Gd,Ex,Gd,Typ,SBrkr,TA,173000
900,1060,1040.0,2.0,572.0,1976,1976,6,0.0,1,44.0,4224,210,2.0,MeadowV,RM,TwnhsE,None,1Story,PConc,WD ,5,7,TA,Gd,TA,TA,Typ,SBrkr,TA,129900
901,2098,1030.0,3.0,878.0,2005,2005,8,178.0,1,80.0,10240,244,3.0,NridgHt,RL,1Fam,BrkFace,2Story,PConc,WD ,8,5,Gd,Gd,Gd,Ex,Typ,SBrkr,TA,275500
902,1405,1405.0,2.0,478.0,2003,2003,6,235.0,1,48.0,3242,172,3.0,NridgHt,RL,TwnhsE,Stone,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,200000
903,1524,1524.0,2.0,478.0,1979,1979,7,0.0,2,82.0,20270,140,3.0,ClearCr,RL,1Fam,None,1Story,CBlock,WD ,7,6,TA,Gd,TA,TA,Typ,SBrkr,TA,245000
904,778,740.0,1.0,924.0,1940,1955,4,0.0,1,71.0,6900,25,1.0,IDOTRR,RM,1Fam,None,1Story,CBlock,WD ,5,6,TA,TA,Ex,TA,Typ,SBrkr,Ex,120500
905,1294,0.0,0.0,0.0,1900,2000,7,0.0,0,60.0,10800,544,2.0,OldTown,RL,2fmCon,None,2Story,BrkTil,WD ,4,7,TA,None,TA,TA,Typ,FuseA,No Garage,106250
